patch_id,labels,split,country,s1_name,s2v1_name,contains_seasonal_snow,contains_cloud_or_shadow
S2A_MSIL2A_20170613T101031_N9999_R022_T34VER_82_86,['Arable land' 'Mixed forest'],train,Finland,S1B_IW_GRDH_1SDV_20170613T044822_34VER_82_86,S2A_MSIL2A_20170613T101032_82_86,False,False
S2B_MSIL2A_20180326T112109_N9999_R037_T29SNB_85_45,"['Agro-forestry areas'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Moors, heathland and sclerophyllous vegetation'
 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20180327T183408_29SNB_85_45,S2B_MSIL2A_20180326T112109_85_45,False,False
S2A_MSIL2A_20170905T095031_N9999_R079_T35VNL_49_07,['Coniferous forest' 'Mixed forest'],train,Finland,S1A_IW_GRDH_1SDV_20170903T153258_35VNL_49_7,S2A_MSIL2A_20170905T095031_49_7,False,False
S2B_MSIL2A_20180502T093039_N9999_R136_T34TEP_81_76,"['Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures']",train,Serbia,S1A_IW_GRDH_1SDV_20180430T162450_34TEP_81_76,S2B_MSIL2A_20180502T093039_81_76,False,False
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_79_12,"['Arable land' 'Pastures' 'Permanent crops' 'Transitional woodland, shrub']",train,Lithuania,S1B_IW_GRDH_1SDV_20170929T045032_34UEG_79_12,S2B_MSIL2A_20170930T095019_79_12,False,False
S2A_MSIL2A_20180510T094031_N9999_R036_T35WPP_06_43,"['Coniferous forest' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20180511T043205_35WPP_6_43,S2A_MSIL2A_20180510T94032_6_43,False,False
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_48_02,"['Arable land' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Serbia,S1B_IW_GRDH_1SDV_20180203T044529_34TEP_48_2,S2B_MSIL2A_20180201T093219_48_2,False,False
S2A_MSIL2A_20180413T095031_N9999_R079_T34UEG_11_39,['Arable land' 'Inland wetlands' 'Marine waters'],train,Lithuania,S1A_IW_GRDH_1SDV_20180413T161957_34UEG_11_39,S2A_MSIL2A_20180413T095031_11_39,False,False
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_65_79,"['Arable land' 'Mixed forest' 'Pastures' 'Transitional woodland, shrub']",train,Lithuania,S1B_IW_GRDH_1SDV_20170929T045057_34UEG_65_79,S2B_MSIL2A_20170930T095019_65_79,False,False
S2A_MSIL2A_20180430T094031_N9999_R036_T34TCR_44_08,['Arable land' 'Natural grassland and sparsely vegetated areas'],train,Serbia,S1B_IW_GRDH_1SDV_20180429T163254_34TCR_44_8,S2A_MSIL2A_20180430T094031_44_8,False,False
S2B_MSIL2A_20180521T100029_N9999_R122_T34WFS_62_78,"['Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20180521T044858_34WFS_62_78,S2B_MSIL2A_20180521T100029_62_78,False,False
S2A_MSIL2A_20170803T094031_N9999_R036_T34TCR_46_07,['Arable land' 'Natural grassland and sparsely vegetated areas' 'Pastures'],train,Serbia,S1A_IW_GRDH_1SDV_20170802T163350_34TCR_46_7,S2A_MSIL2A_20170803T094031_46_7,False,False
S2A_MSIL2A_20180510T094031_N9999_R036_T35WPP_02_37,"['Coniferous forest' 'Inland wetlands' 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20180510T043924_35WPP_2_37,S2A_MSIL2A_20180510T094031_2_37,False,False
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_19_09,"['Arable land' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Serbia,S1B_IW_GRDH_1SDV_20180203T044529_34TEP_19_9,S2B_MSIL2A_20180201T093219_19_9,False,False
S2A_MSIL2A_20170613T101031_N9999_R022_T34VER_41_83,['Coniferous forest' 'Mixed forest'],train,Finland,S1B_IW_GRDH_1SDV_20170613T044822_34VER_41_83,S2A_MSIL2A_20170613T101032_41_83,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_86_75,['Marine waters'],train,Ireland,S1A_IW_GRDH_1SDV_20170716T180622_29UPV_86_75,S2A_MSIL2A_20170717T113321_86_75,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWM_19_08,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Mixed forest']",train,Austria,S1A_IW_GRDH_1SDV_20180421T165021_33TWM_19_8,S2B_MSIL2A_20180421T100030_19_8,False,False
S2B_MSIL2A_20180422T093029_N9999_R136_T34TEQ_16_10,['Arable land'],train,Serbia,S1A_IW_GRDH_1SDV_20180422T044556_34TEQ_16_10,S2B_MSIL2A_20180422T093029_16_10,False,False
S2A_MSIL2A_20171101T094131_N9999_R036_T35VNJ_82_06,['Arable land' 'Coniferous forest' 'Inland waters' 'Mixed forest'],train,Finland,S1B_IW_GRDH_1SDV_20171101T042417_35VNJ_82_6,S2A_MSIL2A_20171101T94132_82_6,False,False
S2B_MSIL2A_20171219T095409_N9999_R079_T33TWN_86_51,['Arable land' 'Mixed forest' 'Pastures'],train,Austria,S1B_IW_GRDH_1SDV_20171220T050912_33TWN_86_51,S2B_MSIL2A_20171219T095409_86_51,False,False
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_26_86,['Coniferous forest' 'Mixed forest'],train,Austria,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_26_86,S2A_MSIL2A_20180506T100031_26_86,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_38_05,"['Moors, heathland and sclerophyllous vegetation' 'Permanent crops'
 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_38_5,S2B_MSIL2A_20180515T112110_38_5,False,False
S2B_MSIL2A_20180224T112109_N9999_R037_T29SNC_38_78,"['Agro-forestry areas' 'Broad-leaved forest' 'Permanent crops'
 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20180225T183447_29SNC_38_78,S2B_MSIL2A_20180224T112109_38_78,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_72_12,"['Arable land' 'Coniferous forest' 'Inland waters'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",train,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_72_12,S2B_MSIL2A_20170906T101019_72_12,False,False
S2B_MSIL2A_20180506T105029_N9999_R051_T31UER_86_39,"['Broad-leaved forest' 'Complex cultivation patterns' 'Mixed forest'
 'Pastures']",train,Belgium,S1A_IW_GRDH_1SDV_20180508T055029_31UER_86_39,S2B_MSIL2A_20180506T105029_86_39,False,False
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_63_82,['Coniferous forest' 'Inland waters' 'Mixed forest'],train,Finland,S1B_IW_GRDH_1SDV_20180517T154802_35VNJ_63_82,S2B_MSIL2A_20180515T094029_63_82,False,False
S2A_MSIL2A_20171208T093351_N9999_R136_T34TEN_79_04,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures']",train,Serbia,S1A_IW_GRDH_1SDV_20171207T162450_34TEN_79_4,S2A_MSIL2A_20171208T093351_79_4,False,False
S2B_MSIL2A_20170802T092029_N9999_R093_T34TFN_03_08,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Serbia,S1B_IW_GRDH_1SDV_20170802T043726_34TFN_3_8,S2B_MSIL2A_20170802T092029_3_8,False,False
S2B_MSIL2A_20170924T093019_N9999_R136_T35VNH_10_53,['Coniferous forest'],train,Finland,S1B_IW_GRDH_1SDV_20170924T044105_35VNH_10_53,S2B_MSIL2A_20170924T093019_10_53,False,False
S2B_MSIL2A_20180422T093029_N9999_R136_T34TEQ_18_89,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Serbia,S1A_IW_GRDH_1SDV_20180422T044621_34TEQ_18_89,S2B_MSIL2A_20180422T093029_18_89,False,False
S2A_MSIL2A_20180510T094031_N9999_R036_T35VLC_70_83,"['Arable land' 'Broad-leaved forest' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub']",train,Lithuania,S1A_IW_GRDH_1SDV_20180509T160338_35VLC_70_83,S2A_MSIL2A_20180510T094031_70_83,False,False
S2B_MSIL2A_20171219T095409_N9999_R079_T33TWN_64_78,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Mixed forest']",train,Austria,S1B_IW_GRDH_1SDV_20171220T050937_33TWN_64_78,S2B_MSIL2A_20171219T095409_64_78,False,False
S2B_MSIL2A_20180522T093029_N9999_R136_T35VPJ_00_29,"['Inland waters' 'Inland wetlands'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",train,Finland,S1A_IW_GRDH_1SDV_20180523T043321_35VPJ_0_29,S2B_MSIL2A_20180522T093029_0_29,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_08_30,['Marine waters'],train,Portugal,S1B_IW_GRDH_1SDV_20171004T064231_29SNB_8_30,S2A_MSIL2A_20171002T112112_8_30,False,False
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNH_48_06,['Coniferous forest' 'Inland waters'],train,Finland,S1B_IW_GRDH_1SDV_20180524T153951_35VNH_48_6,S2B_MSIL2A_20180525T94030_48_6,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_79_62,"['Agro-forestry areas' 'Inland waters' 'Permanent crops'
 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_79_62,S2B_MSIL2A_20180515T112110_79_62,False,False
S2B_MSIL2A_20170829T105019_N9999_R051_T31UER_79_38,['Broad-leaved forest' 'Complex cultivation patterns' 'Pastures'],train,Belgium,S1A_IW_GRDH_1SDV_20170829T055029_31UER_79_38,S2B_MSIL2A_20170829T105019_79_38,False,False
S2A_MSIL2A_20180430T094031_N9999_R036_T34TCR_87_84,"['Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",train,Serbia,S1B_IW_GRDH_1SDV_20180429T163254_34TCR_87_84,S2A_MSIL2A_20180430T094031_87_84,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_88_73,['Arable land' 'Complex cultivation patterns' 'Pastures' 'Permanent crops'],train,Portugal,S1A_IW_GRDH_1SDV_20170929T182649_29SNC_88_73,S2A_MSIL2A_20171002T112111_88_73,False,False
S2A_MSIL2A_20180430T094031_N9999_R036_T34TCR_87_82,['Broad-leaved forest'],train,Serbia,S1B_IW_GRDH_1SDV_20180429T163254_34TCR_87_82,S2A_MSIL2A_20180430T094031_87_82,False,False
S2A_MSIL2A_20171208T093351_N9999_R136_T34TEN_07_71,['Arable land' 'Urban fabric'],train,Kosovo,S1A_IW_GRDH_1SDV_20171207T162450_34TEN_7_71,S2A_MSIL2A_20171208T093351_7_71,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_39_00,"['Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",train,Lithuania,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_39_0,S2B_MSIL2A_20170808T094029_39_0,False,False
S2A_MSIL2A_20180529T115401_N9999_R023_T29UNB_62_87,['Inland wetlands' 'Pastures'],train,Ireland,S1A_IW_GRDH_1SDV_20180529T181504_29UNB_62_87,S2A_MSIL2A_20180529T115401_62_87,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_41_01,['Arable land' 'Mixed forest'],train,Portugal,S1A_IW_GRDH_1SDV_20171004T183515_29SNC_41_1,S2A_MSIL2A_20171002T112111_41_1,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_11_15,"['Arable land' 'Complex cultivation patterns' 'Pastures'
 'Transitional woodland, shrub']",train,Lithuania,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_11_15,S2B_MSIL2A_20170808T094029_11_15,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_70_10,"['Complex cultivation patterns' 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20171222T063355_29SND_70_10,S2A_MSIL2A_20171221T112501_70_10,False,False
S2B_MSIL2A_20170924T093019_N9999_R136_T35VPK_85_52,['Broad-leaved forest' 'Coniferous forest' 'Mixed forest'],train,Finland,S1A_IW_GRDH_1SDV_20170922T152425_35VPK_85_52,S2B_MSIL2A_20170924T093019_85_52,False,False
S2B_MSIL2A_20170830T102019_N9999_R065_T34VDR_89_66,['Coniferous forest' 'Mixed forest'],train,Finland,S1A_IW_GRDH_1SDV_20170830T160543_34VDR_89_66,S2B_MSIL2A_20170830T102019_89_66,False,False
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNK_12_58,['Broad-leaved forest' 'Inland waters'],train,Finland,S1B_IW_GRDH_1SDV_20180524T154016_35VNK_12_58,S2B_MSIL2A_20180525T94031_12_58,False,False
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNK_42_03,['Coniferous forest' 'Inland waters' 'Mixed forest'],train,Finland,S1B_IW_GRDH_1SDV_20180524T154016_35VNK_42_3,S2B_MSIL2A_20180525T94031_42_3,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_88_43,['Marine waters'],train,Ireland,S1A_IW_GRDH_1SDV_20170716T180622_29UPV_88_43,S2A_MSIL2A_20170717T113321_88_43,False,False
S2A_MSIL2A_20171015T095031_N9999_R079_T33UXP_04_19,"['Arable land' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",train,Austria,S1A_IW_GRDH_1SDV_20171015T050950_33UXP_4_19,S2A_MSIL2A_20171015T095031_4_19,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_81_09,"['Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_81_9,S2B_MSIL2A_20180515T112110_81_9,False,False
S2A_MSIL2A_20170613T101031_N9999_R022_T34VER_08_87,['Marine waters'],train,Finland,S1B_IW_GRDH_1SDV_20170613T160455_34VER_8_87,S2A_MSIL2A_20170613T101031_8_87,False,False
S2B_MSIL2A_20180422T093029_N9999_R136_T34TEQ_34_87,"['Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Natural grassland and sparsely vegetated areas'
 'Transitional woodland, shrub']",train,Serbia,S1A_IW_GRDH_1SDV_20180422T044621_34TEQ_34_87,S2B_MSIL2A_20180422T093029_34_87,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_09_12,"['Complex cultivation patterns' 'Industrial or commercial units'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Urban fabric']",train,Portugal,S1A_IW_GRDH_1SDV_20171221T064238_29SND_9_12,S2A_MSIL2A_20171221T112501_9_12,False,False
S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_05_65,['Arable land' 'Complex cultivation patterns'],train,Serbia,S1A_IW_GRDH_1SDV_20170826T163327_34TEQ_5_65,S2B_MSIL2A_20170825T093029_5_65,False,False
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_87_32,"['Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Serbia,S1A_IW_GRDH_1SDV_20170914T162451_34TEP_87_32,S2B_MSIL2A_20170914T093029_87_32,False,False
S2B_MSIL2A_20180326T112109_N9999_R037_T29SNB_35_84,['Marine waters'],train,Portugal,S1B_IW_GRDH_1SDV_20180327T183408_29SNB_35_84,S2B_MSIL2A_20180326T112109_35_84,False,False
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNH_05_86,['Marine waters'],train,Finland,S1A_IW_GRDH_1SDV_20180523T154834_35VNH_5_86,S2B_MSIL2A_20180525T94030_5_86,False,False
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNL_00_40,"['Arable land' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Finland,S1B_IW_GRDH_1SDV_20180524T154016_35VNL_0_40,S2B_MSIL2A_20180525T094029_0_40,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_19_84,"['Agro-forestry areas' 'Broad-leaved forest'
 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20171004T064231_29SNC_19_84,S2A_MSIL2A_20171002T112111_19_84,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_72_80,"['Arable land' 'Broad-leaved forest' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",train,Finland,S1B_IW_GRDH_1SDV_20170629T153137_35VPK_72_80,S2A_MSIL2A_20170701T093031_72_80,False,False
S2A_MSIL2A_20180507T093041_N9999_R136_T35UMA_03_31,"['Complex cultivation patterns' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",train,Lithuania,S1A_IW_GRDH_1SDV_20180506T042655_35UMA_3_31,S2A_MSIL2A_20180507T93033_3_31,False,False
S2A_MSIL2A_20170803T094031_N9999_R036_T34TCR_37_08,"['Arable land' 'Transitional woodland, shrub']",train,Serbia,S1A_IW_GRDH_1SDV_20170802T163350_34TCR_37_8,S2A_MSIL2A_20170803T094031_37_8,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_18_80,"['Complex cultivation patterns' 'Marine waters'
 'Moors, heathland and sclerophyllous vegetation' 'Urban fabric']",train,Portugal,S1B_IW_GRDH_1SDV_20171004T064256_29SNB_18_80,S2A_MSIL2A_20171002T112112_18_80,False,False
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_89_31,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures']",train,Serbia,S1A_IW_GRDH_1SDV_20170914T162451_34TEP_89_31,S2B_MSIL2A_20170914T093029_89_31,False,False
S2A_MSIL2A_20170613T101031_N9999_R022_T34VER_81_25,"['Arable land'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",train,Finland,S1B_IW_GRDH_1SDV_20170613T044822_34VER_81_25,S2A_MSIL2A_20170613T101032_81_25,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWM_61_09,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Urban fabric']",train,Austria,S1A_IW_GRDH_1SDV_20180421T165021_33TWM_61_9,S2B_MSIL2A_20180421T100030_61_9,False,False
S2A_MSIL2A_20171104T095201_N9999_R079_T33TXN_39_08,"['Arable land' 'Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Austria,S1A_IW_GRDH_1SDV_20171103T050142_33TXN_39_8,S2A_MSIL2A_20171104T095201_39_8,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_55_05,['Marine waters'],train,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_55_5,S2B_MSIL2A_20170906T101019_55_5,False,False
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_34_86,"['Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20180517T154802_35VNJ_34_86,S2B_MSIL2A_20180515T094029_34_86,False,False
S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_03_53,"['Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20171121T064205_29SND_3_53,S2A_MSIL2A_20171121T112351_3_53,False,False
S2B_MSIL2A_20180521T100029_N9999_R122_T34WFS_75_81,"['Broad-leaved forest' 'Coniferous forest' 'Mixed forest'
 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20180521T044858_34WFS_75_81,S2B_MSIL2A_20180521T100029_75_81,False,False
S2B_MSIL2A_20170829T105019_N9999_R051_T31UER_82_42,['Broad-leaved forest' 'Complex cultivation patterns'],train,Belgium,S1A_IW_GRDH_1SDV_20170829T055029_31UER_82_42,S2B_MSIL2A_20170829T105019_82_42,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWM_41_06,['Arable land' 'Complex cultivation patterns' 'Mixed forest'],train,Austria,S1A_IW_GRDH_1SDV_20180421T165021_33TWM_41_6,S2B_MSIL2A_20180421T100030_41_6,False,False
S2A_MSIL2A_20180225T114351_N9999_R123_T29UPU_80_68,['Marine waters'],train,Ireland,S1B_IW_GRDH_1SDV_20180225T063817_29UPU_80_68,S2A_MSIL2A_20180225T114351_80_68,False,False
S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_02_26,['Arable land' 'Broad-leaved forest' 'Mixed forest'],train,Serbia,S1A_IW_GRDH_1SDV_20170826T163327_34TEQ_2_26,S2B_MSIL2A_20170825T093029_2_26,False,False
S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_00_34,['Broad-leaved forest' 'Pastures'],train,Ireland,S1A_IW_GRDH_1SDV_20180420T063917_29UPU_0_34,S2B_MSIL2A_20180421T114349_0_34,False,False
S2B_MSIL2A_20170924T093019_N9999_R136_T36VVQ_04_05,"['Coniferous forest' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20170922T152425_36VVQ_4_5,S2B_MSIL2A_20170924T093019_4_5,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_83_74,"['Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_83_74,S2B_MSIL2A_20170906T101020_83_74,False,False
S2B_MSIL2A_20180225T105019_N9999_R051_T31UER_79_40,['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'],train,Belgium,S1A_IW_GRDH_1SDV_20180225T055027_31UER_79_40,S2B_MSIL2A_20180225T105019_79_40,False,False
S2B_MSIL2A_20171219T095409_N9999_R079_T33TXN_09_07,['Arable land'],train,Austria,S1B_IW_GRDH_1SDV_20171220T050912_33TXN_9_7,S2B_MSIL2A_20171219T095409_9_7,False,False
S2B_MSIL2A_20180502T093039_N9999_R136_T34TEP_88_28,"['Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Serbia,S1A_IW_GRDH_1SDV_20180430T162450_34TEP_88_28,S2B_MSIL2A_20180502T093039_88_28,False,False
S2A_MSIL2A_20170905T095031_N9999_R079_T35WPN_02_40,"['Coniferous forest' 'Inland waters' 'Mixed forest'
 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20170904T152418_35WPN_2_40,S2A_MSIL2A_20170905T95032_2_40,False,False
S2A_MSIL2A_20171002T094031_N9999_R036_T34TCS_87_76,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Permanent crops']",train,Serbia,S1B_IW_GRDH_1SDV_20170929T045327_34TCS_87_76,S2A_MSIL2A_20171002T094031_87_76,False,False
S2B_MSIL2A_20170709T094029_N9999_R036_T35VNL_11_56,['Arable land' 'Coniferous forest' 'Mixed forest'],train,Finland,S1B_IW_GRDH_1SDV_20170709T043159_35VNL_11_56,S2B_MSIL2A_20170709T094029_11_56,False,False
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_45_03,"['Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Serbia,S1B_IW_GRDH_1SDV_20180203T044529_34TEP_45_3,S2B_MSIL2A_20180201T093219_45_3,False,False
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNH_08_88,['Marine waters'],train,Finland,S1A_IW_GRDH_1SDV_20180523T154834_35VNH_8_88,S2B_MSIL2A_20180525T94030_8_88,False,False
S2B_MSIL2A_20170709T094029_N9999_R036_T35VNL_00_36,"['Arable land'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",train,Finland,S1B_IW_GRDH_1SDV_20170709T043159_35VNL_0_36,S2B_MSIL2A_20170709T094029_0_36,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_05_83,['Agro-forestry areas' 'Arable land'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_5_83,S2B_MSIL2A_20180515T112110_5_83,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWM_67_08,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures']",train,Austria,S1A_IW_GRDH_1SDV_20180421T165021_33TWM_67_8,S2B_MSIL2A_20180421T100030_67_8,False,False
S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_75_09,"['Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Pastures']",train,Ireland,S1A_IW_GRDH_1SDV_20180420T063852_29UPU_75_9,S2B_MSIL2A_20180421T114349_75_9,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_78_01,['Agro-forestry areas' 'Broad-leaved forest' 'Pastures'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SNC_78_1,S2B_MSIL2A_20180515T112109_78_1,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_78_11,['Marine waters'],train,Ireland,S1B_IW_GRDH_1SDV_20170717T064605_29UPV_78_11,S2A_MSIL2A_20170717T113321_78_11,False,False
S2A_MSIL2A_20180318T093031_N9999_R136_T35UMB_00_31,"['Arable land'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub']",train,Lithuania,S1B_IW_GRDH_1SDV_20180318T043418_35UMB_0_31,S2A_MSIL2A_20180318T093031_0_31,False,False
S2A_MSIL2A_20180529T115401_N9999_R023_T29UNB_85_73,"['Coniferous forest' 'Inland wetlands' 'Pastures'
 'Transitional woodland, shrub']",train,Ireland,S1A_IW_GRDH_1SDV_20180529T181504_29UNB_85_73,S2A_MSIL2A_20180529T115401_85_73,False,False
S2B_MSIL2A_20180509T092029_N9999_R093_T34TFN_39_09,"['Natural grassland and sparsely vegetated areas'
 'Transitional woodland, shrub']",train,Serbia,S1A_IW_GRDH_1SDV_20180511T043832_34TFN_39_9,S2B_MSIL2A_20180509T092029_39_9,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_04_71,['Marine waters'],train,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_4_71,S2B_MSIL2A_20170906T101020_4_71,False,False
S2A_MSIL2A_20180413T095031_N9999_R079_T34UEG_43_01,"['Arable land' 'Complex cultivation patterns'
 'Industrial or commercial units']",train,Lithuania,S1A_IW_GRDH_1SDV_20180413T161957_34UEG_43_1,S2A_MSIL2A_20180413T095031_43_1,False,False
S2A_MSIL2A_20180419T101031_N9999_R022_T34VDN_87_70,['Marine waters'],train,Finland,S1A_IW_GRDH_1SDV_20180420T161303_34VDN_87_70,S2A_MSIL2A_20180419T101031_87_70,False,False
S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_04_29,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Moors, heathland and sclerophyllous vegetation']",train,Portugal,S1B_IW_GRDH_1SDV_20171121T064205_29SND_4_29,S2A_MSIL2A_20171121T112351_4_29,False,False
